Receipt_Location,Delivery_Location,Cycle,Start_Gas_Day,End_Gas_Day,Daily_Equivalent_FT,Load_Factor,Bid_Floor
Transgas SSDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.8457,295,2.4948
Transgas SSDA,Union SWDA,Timely,2020-11-01,9999-12-31,1.0510,295,3.1005
Transgas SSDA,Union WDA,Timely,2020-11-01,9999-12-31,0.5516,295,1.6272
Transgas SSDA,Welwyn,Timely,2020-11-01,9999-12-31,0.1534,295,0.4525
Union CDA,Centram MDA,Timely,2020-11-01,9999-12-31,1.0364,295,3.0574
Union CDA,Centram SSDA,Timely,2020-11-01,9999-12-31,1.1678,295,3.4450
Union CDA,Centrat MDA,Timely,2020-11-01,9999-12-31,1.0360,295,3.0562
Union CDA,Chippawa,Timely,2020-11-01,9999-12-31,0.1212,295,0.3575
Union CDA,Cornwall,Timely,2020-11-01,9999-12-31,0.3407,295,1.0051
Union CDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.1899,295,0.5602
Union CDA,East Hereford,Timely,2020-11-01,9999-12-31,0.5148,295,1.5187
Union CDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.9666,295,2.8515
Union CDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.9666,295,2.8515
Union CDA,Empress,Timely,2020-11-01,9999-12-31,1.4666,295,4.3265
Union CDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.1422,295,0.4195
Union CDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.3362,295,0.9918
Union CDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.1115,295,0.3289
Union CDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.1899,295,0.5602
Union CDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.4233,295,1.2487
Union CDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.3561,295,1.0505
Union CDA,Iroquois,Timely,2020-11-01,9999-12-31,0.3200,295,0.9440
Union CDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2600,295,0.7670
Union CDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.0977,295,0.2882
Union CDA,Napierville,Timely,2020-11-01,9999-12-31,0.4158,295,1.2266
Union CDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.1201,295,0.3543
Union CDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.2871,295,0.8469
Union CDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.4243,295,1.2517
Union CDA,Spruce,Timely,2020-11-01,9999-12-31,1.0360,295,3.0562
Union CDA,St. Clair,Timely,2020-11-01,9999-12-31,0.2015,295,0.5944
Union CDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.4506,295,1.3293
Union CDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7394,295,2.1812
Union CDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.5778,295,1.7045
Union CDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.2546,295,3.7011
Union CDA,Union CDA,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Union CDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.1077,295,0.3177
Union CDA,Union EDA,Timely,2020-11-01,9999-12-31,0.2691,295,0.7938
Union CDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.2014,295,0.5941
Union CDA,Union NDA,Timely,2020-11-01,9999-12-31,0.3719,295,1.0971
Union CDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.1115,295,0.3289
Union CDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.4872,295,1.4372
Union CDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.1916,295,0.5652
Union CDA,Union WDA,Timely,2020-11-01,9999-12-31,0.8323,295,2.4553
Union CDA,Welwyn,Timely,2020-11-01,9999-12-31,1.1678,295,3.4450
Union Dawn,Centram MDA,Timely,2020-11-01,9999-12-31,0.9282,295,2.7382
Union Dawn,Centram SSDA,Timely,2020-11-01,9999-12-31,1.0596,295,3.1258
Union Dawn,Centrat MDA,Timely,2020-11-01,9999-12-31,0.9278,295,2.7370
Union Dawn,Chippawa,Timely,2020-11-01,9999-12-31,0.2294,295,0.6767
Union Dawn,Cornwall,Timely,2020-11-01,9999-12-31,0.4218,295,1.2443
Union Dawn,Dawn Export,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Union Dawn,East Hereford,Timely,2020-11-01,9999-12-31,0.5958,295,1.7576
Union Dawn,Emerson 1,Timely,2020-11-01,9999-12-31,0.8584,295,2.5323
Union Dawn,Emerson 2,Timely,2020-11-01,9999-12-31,0.8584,295,2.5323
Union Dawn,Empress,Timely,2020-11-01,9999-12-31,1.3584,295,4.0073
Union Dawn,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.2281,295,0.6729
Union Dawn,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.4172,295,1.2307
Union Dawn,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.1925,295,0.5679
Union Dawn,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Union Dawn,Energir EDA,Timely,2020-11-01,9999-12-31,0.5043,295,1.4877
Union Dawn,Energir NDA,Timely,2020-11-01,9999-12-31,0.4371,295,1.2894
Union Dawn,Iroquois,Timely,2020-11-01,9999-12-31,0.4011,295,1.1832
Union Dawn,KPUC EDA,Timely,2020-11-01,9999-12-31,0.3410,295,1.0060
Union Dawn,Kirkwall,Timely,2020-11-01,9999-12-31,0.1739,295,0.5130
Union Dawn,Napierville,Timely,2020-11-01,9999-12-31,0.4968,295,1.4656
Union Dawn,Niagara Falls,Timely,2020-11-01,9999-12-31,0.2283,295,0.6735
Union Dawn,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3681,295,1.0859
Union Dawn,Philipsburg,Timely,2020-11-01,9999-12-31,0.5053,295,1.4906
Union Dawn,Spruce,Timely,2020-11-01,9999-12-31,0.9278,295,2.7370
Union Dawn,St. Clair,Timely,2020-11-01,9999-12-31,0.0933,295,0.2752
Union Dawn,TCPL NDA,Timely,2020-11-01,9999-12-31,0.5316,295,1.5682
Union Dawn,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8204,295,2.4202
Union Dawn,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6588,295,1.9435
Union Dawn,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.1464,295,3.3819
Union Dawn,Union CDA,Timely,2020-11-01,9999-12-31,0.1899,295,0.5602
Union Dawn,Union ECDA,Timely,2020-11-01,9999-12-31,0.1981,295,0.5844
Union Dawn,Union EDA,Timely,2020-11-01,9999-12-31,0.3501,295,1.0328
Union Dawn,Union NCDA,Timely,2020-11-01,9999-12-31,0.2824,295,0.8331
Union Dawn,Union NDA,Timely,2020-11-01,9999-12-31,0.4529,295,1.3361
Union Dawn,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.1925,295,0.5679
Union Dawn,Union SSMDA,Timely,2020-11-01,9999-12-31,0.3790,295,1.1181
Union Dawn,Union SWDA,Timely,2020-11-01,9999-12-31,0.0834,295,0.2460
Union Dawn,Union WDA,Timely,2020-11-01,9999-12-31,0.9065,295,2.6742
Union Dawn,Welwyn,Timely,2020-11-01,9999-12-31,1.0596,295,3.1258
Union ECDA,Centram MDA,Timely,2020-11-01,9999-12-31,1.0447,295,3.0819
Union ECDA,Centram SSDA,Timely,2020-11-01,9999-12-31,1.1761,295,3.4695
Union ECDA,Centrat MDA,Timely,2020-11-01,9999-12-31,1.0345,295,3.0518
Union ECDA,Chippawa,Timely,2020-11-01,9999-12-31,0.1420,295,0.4189
Union ECDA,Cornwall,Timely,2020-11-01,9999-12-31,0.3166,295,0.9340
Union ECDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.1981,295,0.5844
Union ECDA,East Hereford,Timely,2020-11-01,9999-12-31,0.4906,295,1.4473
Union ECDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.9749,295,2.8760
Union ECDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.9749,295,2.8760
Union ECDA,Empress,Timely,2020-11-01,9999-12-31,1.4748,295,4.3507
Union ECDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.1260,295,0.3717
Union ECDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.3120,295,0.9204
Union ECDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.0873,295,0.2575
Union ECDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.1981,295,0.5844
Union ECDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.3991,295,1.1773
Union ECDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.3319,295,0.9791
Union ECDA,Iroquois,Timely,2020-11-01,9999-12-31,0.2959,295,0.8729
Union ECDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2358,295,0.6956
Union ECDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.1060,295,0.3127
Union ECDA,Napierville,Timely,2020-11-01,9999-12-31,0.3916,295,1.1552
Union ECDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.1409,295,0.4157
Union ECDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.2629,295,0.7756
Union ECDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.4001,295,1.1803
Union ECDA,Spruce,Timely,2020-11-01,9999-12-31,1.0345,295,3.0518
Union ECDA,St. Clair,Timely,2020-11-01,9999-12-31,0.2098,295,0.6189
Union ECDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.4264,295,1.2579
Union ECDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7152,295,2.1098
Union ECDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.5536,295,1.6331
Union ECDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.2629,295,3.7256
Union ECDA,Union CDA,Timely,2020-11-01,9999-12-31,0.1077,295,0.3177
Union ECDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Union ECDA,Union EDA,Timely,2020-11-01,9999-12-31,0.2449,295,0.7225
Union ECDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.1772,295,0.5227
Union ECDA,Union NDA,Timely,2020-11-01,9999-12-31,0.3476,295,1.0254
Union ECDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.0873,295,0.2575
Union ECDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.4954,295,1.4614
Union ECDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.1999,295,0.5897
Union ECDA,Union WDA,Timely,2020-11-01,9999-12-31,0.8081,295,2.3839
Union ECDA,Welwyn,Timely,2020-11-01,9999-12-31,1.1761,295,3.4695
Union EDA,Centram MDA,Timely,2020-11-01,9999-12-31,1.1467,295,3.3828
Union EDA,Centram SSDA,Timely,2020-11-01,9999-12-31,1.2780,295,3.7701
Union EDA,Centrat MDA,Timely,2020-11-01,9999-12-31,1.0889,295,3.2123
Union EDA,Chippawa,Timely,2020-11-01,9999-12-31,0.3053,295,0.9006
Union EDA,Cornwall,Timely,2020-11-01,9999-12-31,0.1542,295,0.4549
Union EDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.3501,295,1.0328
Union EDA,East Hereford,Timely,2020-11-01,9999-12-31,0.3282,295,0.9682
Union EDA,Emerson 1,Timely,2020-11-01,9999-12-31,1.1126,295,3.2822
Union EDA,Emerson 2,Timely,2020-11-01,9999-12-31,1.1126,295,3.2822
Union EDA,Empress,Timely,2020-11-01,9999-12-31,1.5768,295,4.6516
Union EDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.2247,295,0.6629
Union EDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.1680,295,0.4956
Union EDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.2393,295,0.7059
Union EDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.3501,295,1.0328
Union EDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.2365,295,0.6977
Union EDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.3863,295,1.1396
Union EDA,Iroquois,Timely,2020-11-01,9999-12-31,0.1366,295,0.4030
Union EDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.1212,295,0.3575
Union EDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.2579,295,0.7608
Union EDA,Napierville,Timely,2020-11-01,9999-12-31,0.2292,295,0.6761
Union EDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.3041,295,0.8971
Union EDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3173,295,0.9360
Union EDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.2377,295,0.7012
Union EDA,Spruce,Timely,2020-11-01,9999-12-31,1.0889,295,3.2123
Union EDA,St. Clair,Timely,2020-11-01,9999-12-31,0.3617,295,1.0670
Union EDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.4808,295,1.4184
Union EDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7696,295,2.2703
Union EDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6080,295,1.7936
Union EDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.3648,295,4.0262
Union EDA,Union CDA,Timely,2020-11-01,9999-12-31,0.2691,295,0.7938
Union EDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.2449,295,0.7225
Union EDA,Union EDA,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Union EDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.2816,295,0.8307
Union EDA,Union NDA,Timely,2020-11-01,9999-12-31,0.4020,295,1.1859
Union EDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.2393,295,0.7059
Union EDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.6474,295,1.9098
Union EDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.3519,295,1.0381
Union EDA,Union WDA,Timely,2020-11-01,9999-12-31,0.8625,295,2.5444
Union EDA,Welwyn,Timely,2020-11-01,9999-12-31,1.2780,295,3.7701
Union NCDA,Centram MDA,Timely,2020-11-01,9999-12-31,0.9992,295,2.9476
Union NCDA,Centram SSDA,Timely,2020-11-01,9999-12-31,1.1298,295,3.3329
Union NCDA,Centrat MDA,Timely,2020-11-01,9999-12-31,0.9390,295,2.7701
Union NCDA,Chippawa,Timely,2020-11-01,9999-12-31,0.2376,295,0.7009
Union NCDA,Cornwall,Timely,2020-11-01,9999-12-31,0.3493,295,1.0304
Union NCDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.2824,295,0.8331
Union NCDA,East Hereford,Timely,2020-11-01,9999-12-31,0.5234,295,1.5440
Union NCDA,Emerson 1,Timely,2020-11-01,9999-12-31,1.0082,295,2.9742
Union NCDA,Emerson 2,Timely,2020-11-01,9999-12-31,1.0082,295,2.9742
Union NCDA,Empress,Timely,2020-11-01,9999-12-31,1.4286,295,4.2144
Union NCDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.1682,295,0.4962
Union NCDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.3284,295,0.9688
Union NCDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.1716,295,0.5062
Union NCDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.2824,295,0.8331
Union NCDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.4318,295,1.2738
Union NCDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.2363,295,0.6971
Union NCDA,Iroquois,Timely,2020-11-01,9999-12-31,0.3298,295,0.9729
Union NCDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2746,295,0.8101
Union NCDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.1903,295,0.5614
Union NCDA,Napierville,Timely,2020-11-01,9999-12-31,0.4244,295,1.2520
Union NCDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.2364,295,0.6974
Union NCDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.1674,295,0.4938
Union NCDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.4329,295,1.2771
Union NCDA,Spruce,Timely,2020-11-01,9999-12-31,0.9390,295,2.7701
Union NCDA,St. Clair,Timely,2020-11-01,9999-12-31,0.2941,295,0.8676
Union NCDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.3309,295,0.9762
Union NCDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.6197,295,1.8281
Union NCDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.4581,295,1.3514
Union NCDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.2166,295,3.5890
Union NCDA,Union CDA,Timely,2020-11-01,9999-12-31,0.2014,295,0.5941
Union NCDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.1772,295,0.5227
Union NCDA,Union EDA,Timely,2020-11-01,9999-12-31,0.2816,295,0.8307
Union NCDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Union NCDA,Union NDA,Timely,2020-11-01,9999-12-31,0.2520,295,0.7434
Union NCDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.1716,295,0.5062
Union NCDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.5797,295,1.7101
Union NCDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.2842,295,0.8384
Union NCDA,Union WDA,Timely,2020-11-01,9999-12-31,0.7126,295,2.1022
Union NCDA,Welwyn,Timely,2020-11-01,9999-12-31,1.1298,295,3.3329
Union NDA,Centram MDA,Timely,2020-11-01,9999-12-31,0.7542,295,2.2249
Union NDA,Centram SSDA,Timely,2020-11-01,9999-12-31,0.8732,295,2.5759
Union NDA,Centrat MDA,Timely,2020-11-01,9999-12-31,0.6995,295,2.0635
Union NDA,Chippawa,Timely,2020-11-01,9999-12-31,0.3746,295,1.1051
Union NDA,Cornwall,Timely,2020-11-01,9999-12-31,0.3613,295,1.0658
Union NDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.4158,295,1.2266
Union NDA,East Hereford,Timely,2020-11-01,9999-12-31,0.5211,295,1.5372
Union NDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.7626,295,2.2497
Union NDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.7626,295,2.2497
Union NDA,Empress,Timely,2020-11-01,9999-12-31,1.1451,295,3.3780
Union NDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.3109,295,0.9172
Union NDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.3374,295,0.9953
Union NDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.3140,295,0.9263
Union NDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.4158,295,1.2266
Union NDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.4369,295,1.2889
Union NDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.1481,295,0.4369
Union NDA,Iroquois,Timely,2020-11-01,9999-12-31,0.3464,295,1.0219
Union NDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.3974,295,1.1723
Union NDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.3312,295,0.9770
Union NDA,Napierville,Timely,2020-11-01,9999-12-31,0.4302,295,1.2691
Union NDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.3736,295,1.1021
Union NDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.1518,295,0.4478
Union NDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.4380,295,1.2921
Union NDA,Spruce,Timely,2020-11-01,9999-12-31,0.6995,295,2.0635
Union NDA,St. Clair,Timely,2020-11-01,9999-12-31,0.4228,295,1.2473
Union NDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.1594,295,0.4702
Union NDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.4089,295,1.2063
Union NDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.2618,295,0.7723
Union NDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.9522,295,2.8090
Union NDA,Union CDA,Timely,2020-11-01,9999-12-31,0.3414,295,1.0071
Union NDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.3192,295,0.9416
Union NDA,Union EDA,Timely,2020-11-01,9999-12-31,0.3691,295,1.0888
Union NDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.2314,295,0.6826
Union NDA,Union NDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
Union NDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.3140,295,0.9263
Union NDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.6827,295,2.0140
Union NDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.4174,295,1.2313
Union NDA,Union WDA,Timely,2020-11-01,9999-12-31,0.4934,295,1.4555
Union NDA,Welwyn,Timely,2020-11-01,9999-12-31,0.8732,295,2.5759
Union Parkway Belt,Centram MDA,Timely,2020-11-01,9999-12-31,1.0391,295,3.0653
Union Parkway Belt,Centram SSDA,Timely,2020-11-01,9999-12-31,1.1704,295,3.4527
Union Parkway Belt,Centrat MDA,Timely,2020-11-01,9999-12-31,1.0289,295,3.0353
Union Parkway Belt,Chippawa,Timely,2020-11-01,9999-12-31,0.1477,295,0.4357
Union Parkway Belt,Cornwall,Timely,2020-11-01,9999-12-31,0.3109,295,0.9172
Union Parkway Belt,Dawn Export,Timely,2020-11-01,9999-12-31,0.1925,295,0.5679
Union Parkway Belt,East Hereford,Timely,2020-11-01,9999-12-31,0.4849,295,1.4305
Union Parkway Belt,Emerson 1,Timely,2020-11-01,9999-12-31,0.9693,295,2.8594
Union Parkway Belt,Emerson 2,Timely,2020-11-01,9999-12-31,0.9693,295,2.8594
Union Parkway Belt,Empress,Timely,2020-11-01,9999-12-31,1.4692,295,4.3341
Union Parkway Belt,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.1224,295,0.3611
Union Parkway Belt,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.3064,295,0.9039
Union Parkway Belt,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Union Parkway Belt,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.1925,295,0.5679
Union Parkway Belt,Energir EDA,Timely,2020-11-01,9999-12-31,0.3935,295,1.1608
Union Parkway Belt,Energir NDA,Timely,2020-11-01,9999-12-31,0.3262,295,0.9623
Union Parkway Belt,Goreway CDA,Timely,2020-11-01,9999-12-31,0.0955,295,0.2817
Union Parkway Belt,Iroquois,Timely,2020-11-01,9999-12-31,0.2902,295,0.8561
Union Parkway Belt,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2301,295,0.6788
Union Parkway Belt,Kirkwall,Timely,2020-11-01,9999-12-31,0.1003,295,0.2959
Union Parkway Belt,Napanee #2 EDA,Timely,2020-11-01,9999-12-31,0.2153,295,0.6351
Union Parkway Belt,Napierville,Timely,2020-11-01,9999-12-31,0.3860,295,1.1387
Union Parkway Belt,Niagara Falls,Timely,2020-11-01,9999-12-31,0.1465,295,0.4322
Union Parkway Belt,North Bay Junction,Timely,2020-11-01,9999-12-31,0.2573,295,0.7590
Union Parkway Belt,Philipsburg,Timely,2020-11-01,9999-12-31,0.3945,295,1.1638
Union Parkway Belt,Schomberg #2 CDA,Timely,2020-11-01,9999-12-31,0.1116,295,0.3292
Union Parkway Belt,Spruce,Timely,2020-11-01,9999-12-31,1.0289,295,3.0353
Union Parkway Belt,St. Clair,Timely,2020-11-01,9999-12-31,0.2042,295,0.6024
Union Parkway Belt,TCPL NDA,Timely,2020-11-01,9999-12-31,0.4208,295,1.2414
Union Parkway Belt,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7096,295,2.0933
Union Parkway Belt,TPLP NDA,Timely,2020-11-01,9999-12-31,0.5480,295,1.6166
Union Parkway Belt,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.2573,295,3.7090
Union Parkway Belt,Union CDA,Timely,2020-11-01,9999-12-31,0.1115,295,0.3289
Union Parkway Belt,Union ECDA,Timely,2020-11-01,9999-12-31,0.0873,295,0.2575
Union Parkway Belt,Union EDA,Timely,2020-11-01,9999-12-31,0.2393,295,0.7059
Union Parkway Belt,Union NCDA,Timely,2020-11-01,9999-12-31,0.1716,295,0.5062
Union Parkway Belt,Union NDA,Timely,2020-11-01,9999-12-31,0.3420,295,1.0089
Union Parkway Belt,Union Parkway Belt,Timely,2019-08-01,9999-12-31,0.0817,100,0.0817
Union Parkway Belt,Union SSMDA,Timely,2020-11-01,9999-12-31,0.4898,295,1.4449
Union Parkway Belt,Union SWDA,Timely,2020-11-01,9999-12-31,0.1943,295,0.5732
Union Parkway Belt,Union WDA,Timely,2020-11-01,9999-12-31,0.8025,295,2.3674
Union Parkway Belt,Victoria Square #2 CDA,Timely,2020-11-01,9999-12-31,0.1128,295,0.3328
Union Parkway Belt,Welwyn,Timely,2020-11-01,9999-12-31,1.1704,295,3.4527
Union SSMDA,Centram MDA,Timely,2020-11-01,9999-12-31,0.6471,295,1.9089
Union SSMDA,Centram SSDA,Timely,2020-11-01,9999-12-31,0.7667,295,2.2618
Union SSMDA,Centrat MDA,Timely,2020-11-01,9999-12-31,0.6467,295,1.9078
Union SSMDA,Chippawa,Timely,2020-11-01,9999-12-31,0.4836,295,1.4266
Union SSMDA,Cornwall,Timely,2020-11-01,9999-12-31,0.6602,295,1.9476
Union SSMDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.3479,295,1.0263
Union SSMDA,East Hereford,Timely,2020-11-01,9999-12-31,0.8200,295,2.4190
Union SSMDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.5836,295,1.7216
Union SSMDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.5836,295,1.7216
Union SSMDA,Empress,Timely,2020-11-01,9999-12-31,1.0386,295,3.0639
Union SSMDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.4823,295,1.4228
Union SSMDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.6561,295,1.9355
Union SSMDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.4497,295,1.3266
Union SSMDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.3479,295,1.0263
Union SSMDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.7360,295,2.1712
Union SSMDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.6684,295,1.9718
Union SSMDA,Iroquois,Timely,2020-11-01,9999-12-31,0.6412,295,1.8915
Union SSMDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.5860,295,1.7287
Union SSMDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.4326,295,1.2762
Union SSMDA,Napierville,Timely,2020-11-01,9999-12-31,0.7291,295,2.1508
Union SSMDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.4825,295,1.4234
Union SSMDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.6056,295,1.7865
Union SSMDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.7369,295,2.1739
Union SSMDA,Spruce,Timely,2020-11-01,9999-12-31,0.6467,295,1.9078
Union SSMDA,St. Clair,Timely,2020-11-01,9999-12-31,0.3343,295,0.9862
Union SSMDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.7544,295,2.2255
Union SSMDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.9373,295,2.7650
Union SSMDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.8702,295,2.5671
Union SSMDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.8457,295,2.4948
Union SSMDA,Union CDA,Timely,2020-11-01,9999-12-31,0.4473,295,1.3195
Union SSMDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.4549,295,1.3420
Union SSMDA,Union EDA,Timely,2020-11-01,9999-12-31,0.5944,295,1.7535
