Receipt_Location,Delivery_Location,Cycle,Start_Gas_Day,End_Gas_Day,Daily_Equivalent_FT,Load_Factor,Bid_Floor
Grand Coulee,Union CDA,Timely,2020-11-01,9999-12-31,1.1788,295,3.4775
Grand Coulee,Union ECDA,Timely,2020-11-01,9999-12-31,1.1863,295,3.4996
Grand Coulee,Union EDA,Timely,2020-11-01,9999-12-31,1.2799,295,3.7757
Grand Coulee,Union NCDA,Timely,2020-11-01,9999-12-31,1.1439,295,3.3745
Grand Coulee,Union NDA,Timely,2020-11-01,9999-12-31,0.9788,295,2.8875
Grand Coulee,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.1812,295,3.4845
Grand Coulee,Union SSMDA,Timely,2020-11-01,9999-12-31,0.8723,295,2.5733
Grand Coulee,Union SWDA,Timely,2020-11-01,9999-12-31,1.0778,295,3.1795
Grand Coulee,Union WDA,Timely,2020-11-01,9999-12-31,0.5781,295,1.7054
Grand Coulee,Welwyn,Timely,2020-11-01,9999-12-31,0.1799,295,0.5307
Grand Coulee West Receipt,Centram MDA,Timely,2020-11-01,9999-12-31,0.3000,295,0.8850
Grand Coulee West Receipt,Centram SSDA,Timely,2020-11-01,9999-12-31,0.1800,295,0.5310
Grand Coulee West Receipt,Centrat MDA,Timely,2020-11-01,9999-12-31,0.3537,295,1.0434
Grand Coulee West Receipt,Chippawa,Timely,2020-11-01,9999-12-31,1.2151,295,3.5845
Grand Coulee West Receipt,Cornwall,Timely,2020-11-01,9999-12-31,1.2734,295,3.7565
Grand Coulee West Receipt,Dawn Export,Timely,2020-11-01,9999-12-31,1.0795,295,3.1845
Grand Coulee West Receipt,East Hereford,Timely,2020-11-01,9999-12-31,1.4332,295,4.2279
Grand Coulee West Receipt,Emerson 1,Timely,2020-11-01,9999-12-31,0.3631,295,1.0711
Grand Coulee West Receipt,Emerson 2,Timely,2020-11-01,9999-12-31,0.3631,295,1.0711
Grand Coulee West Receipt,Empress,Timely,2020-11-01,9999-12-31,0.2406,295,0.7098
Grand Coulee West Receipt,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.2081,295,3.5639
Grand Coulee West Receipt,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.2493,295,3.6854
Grand Coulee West Receipt,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.1812,295,3.4845
Grand Coulee West Receipt,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.0795,295,3.1845
Grand Coulee West Receipt,Energir EDA,Timely,2020-11-01,9999-12-31,1.3492,295,3.9801
Grand Coulee West Receipt,Energir NDA,Timely,2020-11-01,9999-12-31,1.0024,295,2.9571
Grand Coulee West Receipt,Iroquois,Timely,2020-11-01,9999-12-31,1.2585,295,3.7126
Grand Coulee West Receipt,KPUC EDA,Timely,2020-11-01,9999-12-31,1.3095,295,3.8630
Grand Coulee West Receipt,Kirkwall,Timely,2020-11-01,9999-12-31,1.1641,295,3.4341
Grand Coulee West Receipt,Napierville,Timely,2020-11-01,9999-12-31,1.3423,295,3.9598
Grand Coulee West Receipt,Niagara Falls,Timely,2020-11-01,9999-12-31,1.2141,295,3.5816
Grand Coulee West Receipt,North Bay Junction,Timely,2020-11-01,9999-12-31,1.0559,295,3.1149
Grand Coulee West Receipt,Philipsburg,Timely,2020-11-01,9999-12-31,1.3502,295,3.9831
Grand Coulee West Receipt,Spruce,Timely,2020-11-01,9999-12-31,0.3537,295,1.0434
Grand Coulee West Receipt,St. Clair,Timely,2020-11-01,9999-12-31,1.0595,295,3.1255
Grand Coulee West Receipt,TCPL NDA,Timely,2020-11-01,9999-12-31,0.9071,295,2.6759
Grand Coulee West Receipt,TCPL WDA,Timely,2020-11-01,9999-12-31,0.6443,295,1.9007
Grand Coulee West Receipt,TPLP NDA,Timely,2020-11-01,9999-12-31,0.7914,295,2.3346
Grand Coulee West Receipt,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.1058,295,0.3121
Grand Coulee West Receipt,Union CDA,Timely,2020-11-01,9999-12-31,1.1788,295,3.4775
Grand Coulee West Receipt,Union ECDA,Timely,2020-11-01,9999-12-31,1.1864,295,3.4999
Grand Coulee West Receipt,Union EDA,Timely,2020-11-01,9999-12-31,1.2800,295,3.7760
Grand Coulee West Receipt,Union NCDA,Timely,2020-11-01,9999-12-31,1.1439,295,3.3745
Grand Coulee West Receipt,Union NDA,Timely,2020-11-01,9999-12-31,0.9788,295,2.8875
Grand Coulee West Receipt,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.1812,295,3.4845
Grand Coulee West Receipt,Union SSMDA,Timely,2020-11-01,9999-12-31,0.8723,295,2.5733
Grand Coulee West Receipt,Union SWDA,Timely,2020-11-01,9999-12-31,1.0779,295,3.1798
Grand Coulee West Receipt,Union WDA,Timely,2020-11-01,9999-12-31,0.5782,295,1.7057
Grand Coulee West Receipt,Welwyn,Timely,2020-11-01,9999-12-31,0.1800,295,0.5310
Herbert,Centram MDA,Timely,2020-11-01,9999-12-31,0.3805,295,1.1225
Herbert,Centram SSDA,Timely,2020-11-01,9999-12-31,0.2606,295,0.7688
Herbert,Centrat MDA,Timely,2020-11-01,9999-12-31,0.4343,295,1.2812
Herbert,Chippawa,Timely,2020-11-01,9999-12-31,1.2964,295,3.8244
Herbert,Cornwall,Timely,2020-11-01,9999-12-31,1.3547,295,3.9964
Herbert,Dawn Export,Timely,2020-11-01,9999-12-31,1.1608,295,3.4244
Herbert,East Hereford,Timely,2020-11-01,9999-12-31,1.5145,295,4.4678
Herbert,Emerson 1,Timely,2020-11-01,9999-12-31,0.4437,295,1.3089
Herbert,Emerson 2,Timely,2020-11-01,9999-12-31,0.4437,295,1.3089
Herbert,Empress,Timely,2020-11-01,9999-12-31,0.1600,295,0.4720
Herbert,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.2894,295,3.8037
Herbert,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.3306,295,3.9253
Herbert,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.2625,295,3.7244
Herbert,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.1608,295,3.4244
Herbert,Energir EDA,Timely,2020-11-01,9999-12-31,1.4305,295,4.2200
Herbert,Energir NDA,Timely,2020-11-01,9999-12-31,1.0830,295,3.1949
Herbert,Iroquois,Timely,2020-11-01,9999-12-31,1.3398,295,3.9524
Herbert,KPUC EDA,Timely,2020-11-01,9999-12-31,1.3908,295,4.1029
Herbert,Kirkwall,Timely,2020-11-01,9999-12-31,1.2454,295,3.6739
Herbert,Napierville,Timely,2020-11-01,9999-12-31,1.4236,295,4.1996
Herbert,Niagara Falls,Timely,2020-11-01,9999-12-31,1.2954,295,3.8214
Herbert,North Bay Junction,Timely,2020-11-01,9999-12-31,1.1365,295,3.3527
Herbert,Philipsburg,Timely,2020-11-01,9999-12-31,1.4314,295,4.2226
Herbert,Spruce,Timely,2020-11-01,9999-12-31,0.4343,295,1.2812
Herbert,St. Clair,Timely,2020-11-01,9999-12-31,1.1400,295,3.3630
Herbert,TCPL NDA,Timely,2020-11-01,9999-12-31,0.9877,295,2.9137
Herbert,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7249,295,2.1385
Herbert,TPLP NDA,Timely,2020-11-01,9999-12-31,0.8719,295,2.5721
Herbert,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.1836,295,0.5416
Herbert,Union CDA,Timely,2020-11-01,9999-12-31,1.2601,295,3.7173
Herbert,Union ECDA,Timely,2020-11-01,9999-12-31,1.2677,295,3.7397
Herbert,Union EDA,Timely,2020-11-01,9999-12-31,1.3613,295,4.0158
Herbert,Union NCDA,Timely,2020-11-01,9999-12-31,1.2252,295,3.6143
Herbert,Union NDA,Timely,2020-11-01,9999-12-31,1.0594,295,3.1252
Herbert,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.2625,295,3.7244
Herbert,Union SSMDA,Timely,2020-11-01,9999-12-31,0.9529,295,2.8111
Herbert,Union SWDA,Timely,2020-11-01,9999-12-31,1.1591,295,3.4193
Herbert,Union WDA,Timely,2020-11-01,9999-12-31,0.6588,295,1.9435
Herbert,Welwyn,Timely,2020-11-01,9999-12-31,0.2606,295,0.7688
Iroquois,Centram MDA,Timely,2020-11-01,9999-12-31,1.1240,295,3.3158
Iroquois,Centram SSDA,Timely,2020-11-01,9999-12-31,1.2546,295,3.7011
Iroquois,Centrat MDA,Timely,2020-11-01,9999-12-31,1.0638,295,3.1382
Iroquois,Chippawa,Timely,2020-11-01,9999-12-31,0.3562,295,1.0508
Iroquois,Cornwall,Timely,2020-11-01,9999-12-31,0.1069,295,0.3154
Iroquois,Dawn Export,Timely,2020-11-01,9999-12-31,0.4011,295,1.1832
Iroquois,East Hereford,Timely,2020-11-01,9999-12-31,0.2809,295,0.8287
Iroquois,Emerson 1,Timely,2020-11-01,9999-12-31,1.1331,295,3.3426
Iroquois,Emerson 2,Timely,2020-11-01,9999-12-31,1.1331,295,3.3426
Iroquois,Empress,Timely,2020-11-01,9999-12-31,1.5533,295,4.5822
Iroquois,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.2758,295,0.8136
Iroquois,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.1299,295,0.3832
Iroquois,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.2902,295,0.8561
Iroquois,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.4011,295,1.1832
Iroquois,Energir EDA,Timely,2020-11-01,9999-12-31,0.1895,295,0.5590
Iroquois,Energir NDA,Timely,2020-11-01,9999-12-31,0.3611,295,1.0652
Iroquois,Iroquois,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Iroquois,KPUC EDA,Timely,2020-11-01,9999-12-31,0.1418,295,0.4183
Iroquois,Kirkwall,Timely,2020-11-01,9999-12-31,0.3089,295,0.9113
Iroquois,Napierville,Timely,2020-11-01,9999-12-31,0.1819,295,0.5366
Iroquois,Niagara Falls,Timely,2020-11-01,9999-12-31,0.3551,295,1.0475
Iroquois,North Bay Junction,Timely,2020-11-01,9999-12-31,0.2922,295,0.8620
Iroquois,Philipsburg,Timely,2020-11-01,9999-12-31,0.1905,295,0.5620
Iroquois,Spruce,Timely,2020-11-01,9999-12-31,1.0638,295,3.1382
Iroquois,St. Clair,Timely,2020-11-01,9999-12-31,0.4127,295,1.2175
Iroquois,TCPL NDA,Timely,2020-11-01,9999-12-31,0.4557,295,1.3443
Iroquois,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7444,295,2.1960
Iroquois,TPLP NDA,Timely,2020-11-01,9999-12-31,0.5829,295,1.7196
Iroquois,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.3414,295,3.9571
Iroquois,Union CDA,Timely,2020-11-01,9999-12-31,0.3200,295,0.9440
Iroquois,Union ECDA,Timely,2020-11-01,9999-12-31,0.2959,295,0.8729
Iroquois,Union EDA,Timely,2020-11-01,9999-12-31,0.1366,295,0.4030
Iroquois,Union NCDA,Timely,2020-11-01,9999-12-31,0.3298,295,0.9729
Iroquois,Union NDA,Timely,2020-11-01,9999-12-31,0.3773,295,1.1130
Iroquois,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.2902,295,0.8561
Iroquois,Union SSMDA,Timely,2020-11-01,9999-12-31,0.6983,295,2.0600
Iroquois,Union SWDA,Timely,2020-11-01,9999-12-31,0.4028,295,1.1883
Iroquois,Union WDA,Timely,2020-11-01,9999-12-31,0.8374,295,2.4703
Iroquois,Welwyn,Timely,2020-11-01,9999-12-31,1.2546,295,3.7011
KPUC EDA,Centram MDA,Timely,2020-11-01,9999-12-31,1.1786,295,3.4769
KPUC EDA,Centram SSDA,Timely,2020-11-01,9999-12-31,1.3102,295,3.8651
KPUC EDA,Centrat MDA,Timely,2020-11-01,9999-12-31,1.1193,295,3.3019
KPUC EDA,Chippawa,Timely,2020-11-01,9999-12-31,0.2961,295,0.8735
KPUC EDA,Cornwall,Timely,2020-11-01,9999-12-31,0.1625,295,0.4794
KPUC EDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.3410,295,1.0060
KPUC EDA,East Hereford,Timely,2020-11-01,9999-12-31,0.3365,295,0.9927
KPUC EDA,Emerson 1,Timely,2020-11-01,9999-12-31,1.1178,295,3.2975
KPUC EDA,Emerson 2,Timely,2020-11-01,9999-12-31,1.1178,295,3.2975
KPUC EDA,Empress,Timely,2020-11-01,9999-12-31,1.6089,295,4.7463
KPUC EDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.2157,295,0.6363
KPUC EDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.1722,295,0.5080
KPUC EDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.2301,295,0.6788
KPUC EDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.3410,295,1.0060
KPUC EDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.2450,295,0.7228
KPUC EDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.4167,295,1.2293
KPUC EDA,Iroquois,Timely,2020-11-01,9999-12-31,0.1418,295,0.4183
KPUC EDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
KPUC EDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.2488,295,0.7340
KPUC EDA,Napierville,Timely,2020-11-01,9999-12-31,0.2375,295,0.7006
KPUC EDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.2950,295,0.8703
KPUC EDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3477,295,1.0257
KPUC EDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.2460,295,0.7257
KPUC EDA,Spruce,Timely,2020-11-01,9999-12-31,1.1193,295,3.3019
KPUC EDA,St. Clair,Timely,2020-11-01,9999-12-31,0.3526,295,1.0402
KPUC EDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.5112,295,1.5080
KPUC EDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8000,295,2.3600
KPUC EDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6384,295,1.8833
KPUC EDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.3970,295,4.1212
KPUC EDA,Union CDA,Timely,2020-11-01,9999-12-31,0.2600,295,0.7670
KPUC EDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.2358,295,0.6956
KPUC EDA,Union EDA,Timely,2020-11-01,9999-12-31,0.1212,295,0.3575
KPUC EDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.2746,295,0.8101
KPUC EDA,Union NDA,Timely,2020-11-01,9999-12-31,0.4328,295,1.2768
KPUC EDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.2301,295,0.6788
KPUC EDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.6383,295,1.8830
KPUC EDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.3427,295,1.0110
KPUC EDA,Union WDA,Timely,2020-11-01,9999-12-31,0.8929,295,2.6341
KPUC EDA,Welwyn,Timely,2020-11-01,9999-12-31,1.3102,295,3.8651
Kirkwall,Centram MDA,Timely,2020-11-01,9999-12-31,1.0204,295,3.0102
Kirkwall,Centram SSDA,Timely,2020-11-01,9999-12-31,1.1518,295,3.3978
Kirkwall,Centrat MDA,Timely,2020-11-01,9999-12-31,1.0199,295,3.0087
Kirkwall,Chippawa,Timely,2020-11-01,9999-12-31,0.1373,295,0.4050
Kirkwall,Cornwall,Timely,2020-11-01,9999-12-31,0.3296,295,0.9723
Kirkwall,Dawn Export,Timely,2020-11-01,9999-12-31,0.1739,295,0.5130
Kirkwall,East Hereford,Timely,2020-11-01,9999-12-31,0.5036,295,1.4856
Kirkwall,Emerson 1,Timely,2020-11-01,9999-12-31,0.9506,295,2.8043
Kirkwall,Emerson 2,Timely,2020-11-01,9999-12-31,0.9506,295,2.8043
Kirkwall,Empress,Timely,2020-11-01,9999-12-31,1.4505,295,4.2790
Kirkwall,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.1359,295,0.4009
Kirkwall,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.3251,295,0.9590
Kirkwall,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.1003,295,0.2959
Kirkwall,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.1739,295,0.5130
Kirkwall,Energir EDA,Timely,2020-11-01,9999-12-31,0.4121,295,1.2157
Kirkwall,Energir NDA,Timely,2020-11-01,9999-12-31,0.3449,295,1.0175
Kirkwall,Iroquois,Timely,2020-11-01,9999-12-31,0.3089,295,0.9113
Kirkwall,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2488,295,0.7340
Kirkwall,Kirkwall,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Kirkwall,Napierville,Timely,2020-11-01,9999-12-31,0.4047,295,1.1939
Kirkwall,Niagara Falls,Timely,2020-11-01,9999-12-31,0.1361,295,0.4015
Kirkwall,North Bay Junction,Timely,2020-11-01,9999-12-31,0.2760,295,0.8142
Kirkwall,Philipsburg,Timely,2020-11-01,9999-12-31,0.4132,295,1.2189
Kirkwall,Spruce,Timely,2020-11-01,9999-12-31,1.0199,295,3.0087
Kirkwall,St. Clair,Timely,2020-11-01,9999-12-31,0.1855,295,0.5472
Kirkwall,TCPL NDA,Timely,2020-11-01,9999-12-31,0.4394,295,1.2962
Kirkwall,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7282,295,2.1482
Kirkwall,TPLP NDA,Timely,2020-11-01,9999-12-31,0.5667,295,1.6718
Kirkwall,Thorold CDA,Timely,2020-11-01,9999-12-31,0.1282,295,0.3782
Kirkwall,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.2386,295,3.6539
Kirkwall,Union CDA,Timely,2020-11-01,9999-12-31,0.0977,295,0.2882
Kirkwall,Union ECDA,Timely,2020-11-01,9999-12-31,0.1060,295,0.3127
Kirkwall,Union EDA,Timely,2020-11-01,9999-12-31,0.2579,295,0.7608
Kirkwall,Union NCDA,Timely,2020-11-01,9999-12-31,0.1903,295,0.5614
Kirkwall,Union NDA,Timely,2020-11-01,9999-12-31,0.3607,295,1.0641
Kirkwall,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.1003,295,0.2959
Kirkwall,Union SSMDA,Timely,2020-11-01,9999-12-31,0.4711,295,1.3897
Kirkwall,Union SWDA,Timely,2020-11-01,9999-12-31,0.1756,295,0.5180
Kirkwall,Union WDA,Timely,2020-11-01,9999-12-31,0.8212,295,2.4225
Kirkwall,Welwyn,Timely,2020-11-01,9999-12-31,1.1518,295,3.3978
Lachenaie,Centram MDA,Timely,2020-11-01,9999-12-31,1.2082,295,3.5642
Lachenaie,Centram SSDA,Timely,2020-11-01,9999-12-31,1.3388,295,3.9495
Lachenaie,Centrat MDA,Timely,2020-11-01,9999-12-31,1.1480,295,3.3866
Lachenaie,Chippawa,Timely,2020-11-01,9999-12-31,0.4449,295,1.3125
Lachenaie,Cornwall,Timely,2020-11-01,9999-12-31,0.1496,295,0.4413
Lachenaie,Dawn Export,Timely,2020-11-01,9999-12-31,0.4897,295,1.4446
Lachenaie,East Hereford,Timely,2020-11-01,9999-12-31,0.1877,295,0.5537
Lachenaie,Emerson 1,Timely,2020-11-01,9999-12-31,1.2173,295,3.5910
Lachenaie,Emerson 2,Timely,2020-11-01,9999-12-31,1.2173,295,3.5910
Lachenaie,Empress,Timely,2020-11-01,9999-12-31,1.6376,295,4.8309
Lachenaie,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.3644,295,1.0750
Lachenaie,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.2105,295,0.6210
Lachenaie,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.3789,295,1.1178
Lachenaie,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.4897,295,1.4446
Lachenaie,Energir EDA,Timely,2020-11-01,9999-12-31,0.1325,295,0.3909
Lachenaie,Energir NDA,Timely,2020-11-01,9999-12-31,0.4453,295,1.3136
Lachenaie,Iroquois,Timely,2020-11-01,9999-12-31,0.1748,295,0.5157
Lachenaie,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2304,295,0.6797
Lachenaie,Kirkwall,Timely,2020-11-01,9999-12-31,0.3975,295,1.1726
Lachenaie,Napierville,Timely,2020-11-01,9999-12-31,0.1657,295,0.4888
Lachenaie,Niagara Falls,Timely,2020-11-01,9999-12-31,0.4438,295,1.3092
Lachenaie,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3764,295,1.1104
Lachenaie,Philipsburg,Timely,2020-11-01,9999-12-31,0.1742,295,0.5139
Lachenaie,Spruce,Timely,2020-11-01,9999-12-31,1.1480,295,3.3866
Lachenaie,St. Clair,Timely,2020-11-01,9999-12-31,0.5014,295,1.4791
Lachenaie,TCPL NDA,Timely,2020-11-01,9999-12-31,0.5399,295,1.5927
Lachenaie,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8287,295,2.4447
Lachenaie,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6670,295,1.9677
Lachenaie,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.4256,295,4.2055
Lachenaie,Union CDA,Timely,2020-11-01,9999-12-31,0.4087,295,1.2057
Lachenaie,Union ECDA,Timely,2020-11-01,9999-12-31,0.3845,295,1.1343
Lachenaie,Union EDA,Timely,2020-11-01,9999-12-31,0.2221,295,0.6552
Lachenaie,Union NCDA,Timely,2020-11-01,9999-12-31,0.4173,295,1.2310
Lachenaie,Union NDA,Timely,2020-11-01,9999-12-31,0.4614,295,1.3611
Lachenaie,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.3789,295,1.1178
Lachenaie,Union SSMDA,Timely,2020-11-01,9999-12-31,0.7870,295,2.3217
Lachenaie,Union SWDA,Timely,2020-11-01,9999-12-31,0.4915,295,1.4499
Lachenaie,Union WDA,Timely,2020-11-01,9999-12-31,0.9215,295,2.7184
Lachenaie,Welwyn,Timely,2020-11-01,9999-12-31,1.3388,295,3.9495
Liebenthal,Centram MDA,Timely,2020-11-01,9999-12-31,0.4469,295,1.3184
Liebenthal,Centram SSDA,Timely,2020-11-01,9999-12-31,0.3269,295,0.9644
Liebenthal,Centrat MDA,Timely,2020-11-01,9999-12-31,0.5006,295,1.4768
Liebenthal,Chippawa,Timely,2020-11-01,9999-12-31,1.3633,295,4.0217
Liebenthal,Cornwall,Timely,2020-11-01,9999-12-31,1.4216,295,4.1937
Liebenthal,Dawn Export,Timely,2020-11-01,9999-12-31,1.2277,295,3.6217
Liebenthal,East Hereford,Timely,2020-11-01,9999-12-31,1.5814,295,4.6651
Liebenthal,Emerson 1,Timely,2020-11-01,9999-12-31,0.5100,295,1.5045
Liebenthal,Emerson 2,Timely,2020-11-01,9999-12-31,0.5100,295,1.5045
Liebenthal,Empress,Timely,2020-11-01,9999-12-31,0.0937,295,0.2764
Liebenthal,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.3563,295,4.0011
Liebenthal,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.3974,295,4.1223
Liebenthal,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.3294,295,3.9217
Liebenthal,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.2277,295,3.6217
Liebenthal,Energir EDA,Timely,2020-11-01,9999-12-31,1.4974,295,4.4173
Liebenthal,Energir NDA,Timely,2020-11-01,9999-12-31,1.1493,295,3.3904
Liebenthal,Iroquois,Timely,2020-11-01,9999-12-31,1.4067,295,4.1498
Liebenthal,KPUC EDA,Timely,2020-11-01,9999-12-31,1.4577,295,4.3002
Liebenthal,Kirkwall,Timely,2020-11-01,9999-12-31,1.3123,295,3.8713
Liebenthal,Napierville,Timely,2020-11-01,9999-12-31,1.4905,295,4.3970
Liebenthal,Niagara Falls,Timely,2020-11-01,9999-12-31,1.3622,295,4.0185
Liebenthal,North Bay Junction,Timely,2020-11-01,9999-12-31,1.2028,295,3.5483
Liebenthal,Philipsburg,Timely,2020-11-01,9999-12-31,1.4983,295,4.4200
Liebenthal,Spruce,Timely,2020-11-01,9999-12-31,0.5006,295,1.4768
Liebenthal,St. Clair,Timely,2020-11-01,9999-12-31,1.2064,295,3.5589
Liebenthal,TCPL NDA,Timely,2020-11-01,9999-12-31,1.0540,295,3.1093
Liebenthal,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7912,295,2.3340
Liebenthal,TPLP NDA,Timely,2020-11-01,9999-12-31,0.9383,295,2.7680
Liebenthal,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.2480,295,0.7316
Liebenthal,Union CDA,Timely,2020-11-01,9999-12-31,1.3270,295,3.9147
Liebenthal,Union ECDA,Timely,2020-11-01,9999-12-31,1.3346,295,3.9371
Liebenthal,Union EDA,Timely,2020-11-01,9999-12-31,1.4282,295,4.2132
Liebenthal,Union NCDA,Timely,2020-11-01,9999-12-31,1.2921,295,3.8117
Liebenthal,Union NDA,Timely,2020-11-01,9999-12-31,1.1257,295,3.3208
Liebenthal,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.3294,295,3.9217
Liebenthal,Union SSMDA,Timely,2020-11-01,9999-12-31,1.0192,295,3.0066
Liebenthal,Union SWDA,Timely,2020-11-01,9999-12-31,1.2260,295,3.6167
Liebenthal,Union WDA,Timely,2020-11-01,9999-12-31,0.7251,295,2.1390
Liebenthal,Welwyn,Timely,2020-11-01,9999-12-31,0.3269,295,0.9644
Napierville,Centram MDA,Timely,2020-11-01,9999-12-31,1.2153,295,3.5851
Napierville,Centram SSDA,Timely,2020-11-01,9999-12-31,1.3459,295,3.9704
Napierville,Centrat MDA,Timely,2020-11-01,9999-12-31,1.1550,295,3.4073
Napierville,Chippawa,Timely,2020-11-01,9999-12-31,0.4520,295,1.3334
Napierville,Cornwall,Timely,2020-11-01,9999-12-31,0.1567,295,0.4623
Napierville,Dawn Export,Timely,2020-11-01,9999-12-31,0.4968,295,1.4656
Napierville,East Hereford,Timely,2020-11-01,9999-12-31,0.2717,295,0.8015
Napierville,Emerson 1,Timely,2020-11-01,9999-12-31,1.2244,295,3.6120
Napierville,Emerson 2,Timely,2020-11-01,9999-12-31,1.2244,295,3.6120
Napierville,Empress,Timely,2020-11-01,9999-12-31,1.6447,295,4.8519
Napierville,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.3715,295,1.0959
Napierville,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.2175,295,0.6416
Napierville,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.3860,295,1.1387
Napierville,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.4968,295,1.4656
Napierville,Energir EDA,Timely,2020-11-01,9999-12-31,0.1698,295,0.5009
Napierville,Energir NDA,Timely,2020-11-01,9999-12-31,0.4524,295,1.3346
Napierville,Iroquois,Timely,2020-11-01,9999-12-31,0.1819,295,0.5366
Napierville,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2375,295,0.7006
Napierville,Kirkwall,Timely,2020-11-01,9999-12-31,0.4047,295,1.1939
Napierville,Napierville,Timely,2020-11-01,9999-12-31,0.0817,295,0.2410
Napierville,Niagara Falls,Timely,2020-11-01,9999-12-31,0.4508,295,1.3299
Napierville,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3835,295,1.1313
Napierville,Philipsburg,Timely,2020-11-01,9999-12-31,0.1266,295,0.3735
Napierville,Spruce,Timely,2020-11-01,9999-12-31,1.1550,295,3.4073
Napierville,St. Clair,Timely,2020-11-01,9999-12-31,0.5085,295,1.5001
Napierville,TCPL NDA,Timely,2020-11-01,9999-12-31,0.5469,295,1.6134
Napierville,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8357,295,2.4653
Napierville,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6742,295,1.9889
